ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Puchase Amounts,Subscription Start Date,Subscription Expiration,Duration,Demo User,Free Trial User,Auto Renew,Country,User Type,Lead Platform (App = 0),Email Subscriber,Push Notifications,Send Count,Open Count,Click Count,Unique Open Count,Unique Click Count,App Start,App Other,App Completed,App NULL,App Onboarding,App Launch Times
34242,ESP,0,1,1,79,7/12/2019,1/12/2020,184,0,0,0,Other,0,1,0,0,15,1,0,1,0,0,0,0,1,0,0
34243,ESP,0,0,1,0,3/29/2019,6/29/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34244,FRA,0,1,1,12.4,2/1/2019,5/1/2020,455,0,0,1,Other,0,1,0,0,40,40,0,2,0,0,0,0,1,0,0
34247,ENG,0,1,0,#VALUE!,1/4/2019,10/4/2019,273,1,0,0,US/Canada,1,0,1,1,17,0,0,0,0,0,0,0,0,0,1
34248,ESP,0,0,1,35.97,3/18/2020,6/18/2020,92,0,0,1,Other,0,1,0,0,5,1,0,1,0,0,0,0,1,0,0
34249,POL,0,0,1,22.96,11/9/2018,11/9/2019,365,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34250,ARA,0,1,0,#VALUE!,8/30/2019,5/30/2020,274,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34251,EBR,0,0,1,14.95,12/23/2018,12/23/2020,731,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34252,ESP,0,1,0,#VALUE!,2/23/2019,8/22/2019,180,1,0,0,US/Canada,1,0,0,1,0,0,0,0,0,2,0,3,0,0,3
34253,ARA,0,1,0,#VALUE!,1/10/2019,1/13/2020,368,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34254,ESP,0,1,1,79,10/28/2019,4/30/2020,185,0,0,0,Other,0,1,0,0,6,1,0,1,0,0,0,0,1,0,0
34255,HEB,0,1,1,35.97,6/28/2019,6/28/2020,366,0,0,1,Other,0,1,0,0,6,5,0,2,0,0,0,0,1,0,0
34256,ITA,0,0,1,35.97,8/14/2019,11/13/2019,91,0,0,0,Other,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0
34258,ESP,0,0,1,39,2/18/2020,5/18/2020,90,1,0,1,US/Canada,1,1,1,1,119,36,17,22,8,0,1,0,0,0,0
34259,FRA,0,1,0,#VALUE!,1/13/2019,9/16/2019,246,0,1,0,Other,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34260,ENG,0,1,1,35.97,11/26/2018,5/26/2020,547,0,0,1,Other,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
34261,FRA,0,0,1,0,11/9/2018,2/9/2019,92,1,0,0,Other,1,1,1,1,31,0,0,0,0,0,0,0,1,0,0
34262,ESP,0,0,1,0,3/6/2019,6/6/2019,92,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0
34263,ESP,0,1,1,35.97,1/17/2019,7/17/2020,547,0,0,1,Other,0,1,0,0,4,2,0,1,0,0,0,0,1,0,0
34264,ESP,0,0,1,0,10/6/2018,4/7/2019,183,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
34265,ESC,0,0,1,119,11/14/2019,5/14/2020,182,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34266,TGL,0,0,1,39.5,11/25/2019,2/25/2020,92,0,0,0,Other,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
34268,ENG,0,0,1,0,2/10/2019,8/10/2019,181,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34269,LAT,0,0,1,0,3/12/2019,3/12/2021,731,0,0,0,Other,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0
34272,ENG,0,0,1,35.97,10/29/2019,1/29/2020,92,0,0,0,Other,0,1,0,0,13,6,0,1,0,0,0,0,1,0,0
34273,CHI,0,0,1,0,10/11/2018,1/24/2019,105,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34274,ESP,0,0,1,35.97,2/13/2020,5/13/2020,90,0,0,0,Other,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0
34275,EBR,0,0,1,22.96,4/5/2019,4/5/2020,366,0,0,0,Other,0,1,0,0,3,1,1,1,1,0,0,0,1,0,0
34276,ALL,0,0,1,95.88,3/25/2020,3/25/2021,365,0,0,1,Other,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0
34277,CHI,0,0,1,43.12,3/31/2020,6/30/2020,91,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34280,POL,0,0,1,42.9,12/1/2019,6/1/2020,183,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34281,ENG,0,1,0,#VALUE!,12/16/2018,12/19/2019,368,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34284,ESP,0,1,1,109,3/15/2019,10/14/2020,579,0,0,1,Other,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
34285,CHI,0,0,1,0,3/29/2019,4/30/2019,32,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34286,ESP,0,0,1,35.97,2/11/2020,5/11/2020,90,0,0,1,Other,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0
34287,ESP,0,1,1,79,5/1/2019,11/1/2019,184,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34288,EBR,0,0,1,41.47,3/4/2019,6/4/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34289,JPN,0,0,0,#VALUE!,10/11/2018,1/11/2019,92,1,0,0,US/Canada,1,0,1,1,17,0,0,0,0,0,0,0,1,0,0
34290,ALL,0,0,1,102.21,3/27/2020,3/27/2021,365,0,0,1,Other,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0
34291,ESP,0,0,0,#VALUE!,11/10/2018,2/10/2019,92,1,0,0,US/Canada,1,0,1,1,17,0,0,0,0,0,0,0,1,0,0
34292,POL,0,1,0,#VALUE!,1/29/2019,7/29/2019,181,1,0,0,US/Canada,1,0,1,1,21,1,0,1,0,0,0,0,1,0,0
34293,ESP,0,1,1,119,2/5/2019,2/5/2020,365,0,0,0,Other,0,1,0,0,21,1,0,1,0,0,0,0,1,0,0
34294,ITA,0,0,0,#VALUE!,5/16/2019,8/16/2019,92,1,0,0,Europe,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
34295,ITA,0,0,1,43.12,2/22/2020,5/22/2020,90,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34296,CHI,0,0,1,0,4/1/2019,4/1/2021,731,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34297,DEU,0,1,0,#VALUE!,10/7/2018,7/11/2020,643,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34298,CHI,0,0,1,70.65,10/18/2019,4/18/2020,183,0,0,0,Other,0,1,0,0,7,5,2,3,1,0,0,0,1,0,0
34300,SVE,0,1,0,#VALUE!,10/7/2018,10/10/2019,368,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34301,KIS,0,0,1,0,11/2/2018,5/2/2019,181,0,0,0,Europe,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
34302,ESP,0,0,1,0,10/1/2018,1/7/2019,98,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34304,JPN,0,0,1,0,6/18/2019,9/18/2019,92,0,0,0,US/Canada,1,1,1,1,17,0,0,0,0,0,0,0,1,0,0
34305,JPN,0,1,1,119,1/31/2019,7/31/2020,547,0,0,1,US/Canada,1,1,1,1,3,1,1,1,1,1,3,0,0,0,0
34306,ESP,0,1,0,#VALUE!,3/23/2020,1/26/2021,309,1,0,1,US/Canada,1,0,1,1,4,0,0,0,0,0,1,0,0,0,0
34307,FRA,0,0,0,#VALUE!,12/29/2018,3/29/2019,90,1,0,0,US/Canada,1,0,1,1,18,0,0,0,0,0,0,0,1,0,0
34308,HIN,0,0,1,0,11/27/2018,2/27/2019,92,0,0,0,US/Canada,1,1,1,1,107,2,0,2,0,0,0,0,1,0,0
34309,FRA,0,1,0,#VALUE!,10/9/2018,10/12/2019,368,0,1,0,US/Canada,1,0,1,1,13,0,0,0,0,0,0,0,0,0,2
34310,ALL,0,0,1,105.47,3/27/2020,3/27/2021,365,0,0,1,Other,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0
34311,RUS,0,1,0,#VALUE!,5/24/2019,5/27/2020,369,0,1,1,Other,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
34312,ESP,0,0,0,#VALUE!,12/27/2018,3/26/2019,89,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34313,FRA,0,1,0,#VALUE!,10/4/2018,10/7/2019,368,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34314,ALL,0,0,1,179,3/3/2020,3/3/2021,365,0,0,1,US/Canada,1,1,1,1,9,4,0,2,0,0,1,0,0,0,1
34316,TGL,0,0,1,89.5,11/27/2019,11/27/2020,366,0,0,1,Other,0,1,0,0,5,5,4,2,1,0,0,0,1,0,0
34317,ESP,0,1,1,35.97,1/10/2020,7/10/2020,182,0,0,1,US/Canada,1,1,1,1,29,14,5,12,5,0,2,0,0,0,0
34318,CHI,0,0,1,30.38,3/31/2020,6/30/2020,91,0,0,1,Europe,1,1,1,1,60,0,0,0,0,1,0,0,0,0,1
34321,ESP,0,0,1,0,11/30/2018,5/28/2019,179,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
34322,EBR,0,0,1,47.12,11/14/2019,12/14/2019,30,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34323,ESP,0,1,0,#VALUE!,12/13/2018,1/5/2020,388,0,1,0,US/Canada,1,0,1,1,15,0,0,0,0,0,0,0,1,0,0
34325,FRA,0,0,1,0,3/17/2019,6/17/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34326,ENG,0,0,1,0,12/27/2018,3/27/2019,90,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34327,JPN,0,0,1,0,2/27/2019,5/27/2019,89,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34328,ITA,0,1,1,14,4/29/2019,12/1/2019,216,0,0,0,Other,0,1,0,0,41,0,0,0,0,0,0,0,1,0,0
34329,ITA,0,0,1,0,10/16/2018,4/17/2019,183,0,0,0,US/Canada,1,1,1,1,31,0,0,0,0,0,0,0,1,0,0
34330,ITA,0,0,1,22.96,10/8/2018,10/8/2019,365,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34331,ESP,0,1,1,79,7/21/2019,1/21/2020,184,0,0,0,Other,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0
34332,ESP,0,0,1,0,1/14/2019,1/14/2021,731,0,0,1,US/Canada,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
34333,FRA,0,0,1,0,1/4/2019,1/4/2020,365,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34334,ESP,0,1,1,79,5/29/2019,2/29/2020,276,0,0,1,Other,0,1,0,0,3,2,2,1,1,0,0,0,1,0,0
34335,ESP,0,0,0,#VALUE!,11/8/2018,11/8/2019,365,1,0,0,US/Canada,1,0,1,1,148,6,0,5,0,0,0,0,0,0,1
34336,ITA,0,1,1,13.43,5/30/2019,4/29/2020,335,0,0,1,Other,0,1,0,0,9,6,0,1,0,0,0,0,1,0,0
34337,JPN,0,0,1,0,3/4/2019,3/4/2020,366,0,0,1,Other,0,1,0,0,8,1,1,1,1,0,0,0,1,0,0
34338,ESC,0,1,1,50.63,11/11/2019,5/11/2020,182,0,0,1,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
34339,ITA,0,0,0,#VALUE!,1/18/2019,4/18/2019,90,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34340,ESP,0,0,1,39.5,11/26/2019,2/26/2020,92,0,0,1,Other,0,1,0,0,8,0,0,0,0,0,0,0,1,0,0
34341,EBR,0,0,1,53.9,3/24/2020,6/24/2020,92,0,0,1,Other,0,1,0,0,4,4,0,1,0,0,0,0,1,0,0
34342,ESC,0,0,1,22.96,12/9/2018,6/9/2019,182,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34344,ESC,0,1,1,18.49,1/13/2019,5/13/2020,486,0,0,1,Other,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0
34345,DEU,0,0,1,60.76,3/31/2020,6/30/2020,91,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34346,ESP,0,0,1,128.52,11/12/2019,5/12/2020,182,0,0,1,Other,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0
34347,ESC,0,0,1,42.53,8/23/2019,11/23/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34348,ESP,0,0,0,#VALUE!,3/12/2020,6/12/2020,92,0,0,1,Other,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0
34349,ESP,0,1,1,79,5/18/2019,11/19/2019,185,0,0,0,Other,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0
34350,POR,0,0,0,#VALUE!,1/15/2019,4/15/2019,90,1,0,0,Other,1,0,1,1,172,51,1,45,1,0,0,0,1,0,0
34351,JPN,0,0,1,35.97,6/24/2019,9/24/2019,92,0,0,0,Other,0,1,0,0,2,1,0,1,0,0,0,0,1,0,0
34352,ESP,0,1,0,#VALUE!,1/8/2019,1/8/2020,365,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34354,FRA,0,0,1,16.88,1/21/2019,4/21/2019,90,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34356,ENG,0,1,0,#VALUE!,11/17/2018,4/17/2019,151,1,0,0,Other,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
34357,ESP,0,0,1,0,3/10/2019,9/10/2019,184,0,0,1,US/Canada,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0
34358,EBR,0,0,1,22.96,1/25/2019,7/25/2019,181,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34359,ITA,0,0,1,46.2,2/14/2020,5/14/2020,90,0,0,0,Other,0,1,0,0,3,3,0,2,0,0,0,0,1,0,0
34360,GRK,0,0,1,0,2/1/2019,5/3/2019,91,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34362,FRA,0,0,1,102.35,8/16/2019,8/16/2020,366,0,0,1,Other,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0
34364,DEU,0,0,1,35.97,10/22/2019,1/22/2020,92,0,0,0,Other,0,1,0,0,8,1,0,1,0,0,0,0,1,0,0
34365,CHI,0,0,1,39,1/4/2020,4/4/2020,91,0,0,0,Other,0,1,0,0,3,2,0,1,0,0,0,0,1,0,0
34366,ENG,0,1,1,119,9/22/2019,9/22/2020,366,0,0,1,Other,0,1,0,0,6,2,0,1,0,0,0,0,1,0,0
34367,ESC,0,0,1,19.63,3/10/2019,5/10/2019,61,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34368,ESP,0,0,1,0,1/29/2019,4/29/2019,90,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
34369,JPN,0,1,1,79,1/5/2019,1/5/2020,365,0,0,0,Other,0,1,0,0,26,0,0,0,0,0,0,0,1,0,0
34370,EBR,0,1,1,151.8,6/9/2019,12/10/2019,184,0,0,1,Europe,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
34371,ESC,0,0,1,35.97,3/25/2020,6/25/2020,92,0,0,1,Other,0,1,0,0,9,8,0,3,0,0,0,0,1,0,0
34374,EBR,0,1,1,91.51,10/1/2019,7/1/2020,274,0,0,1,Other,0,1,0,0,4,3,3,1,1,0,0,0,1,0,0
34375,ESP,0,1,1,119,7/27/2019,7/27/2020,366,0,0,1,Other,0,1,0,0,9,9,0,2,0,0,0,0,1,0,0
34376,ENG,0,1,1,35.97,8/29/2019,5/29/2020,274,0,0,1,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
34377,ENG,0,0,1,0,6/1/2019,12/1/2019,183,0,0,0,Other,0,1,0,0,56,15,0,12,0,0,0,0,1,0,0
34378,DEU,0,0,1,41.44,12/2/2019,3/2/2020,91,0,0,0,Other,0,1,0,0,22,5,2,2,1,0,0,0,1,0,0
34379,ITA,0,1,0,#VALUE!,11/10/2018,11/13/2019,368,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34380,NED,0,0,1,36.46,7/13/2019,10/13/2019,92,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34381,ESP,0,0,1,65.94,8/9/2019,2/9/2020,184,0,0,0,Other,0,1,0,0,27,17,0,1,0,0,0,0,1,0,0
34382,LAT,0,0,1,128.87,7/31/2019,7/31/2020,366,0,0,0,Other,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
34383,ESP,0,0,1,13.69,6/17/2019,6/17/2020,366,0,0,1,Europe,1,1,0,1,0,0,0,0,0,0,2,0,0,0,2
34384,TUR,0,0,1,53.9,3/25/2020,6/25/2020,92,0,0,1,Other,0,1,0,0,32,32,0,4,0,0,0,0,1,0,0
34385,ENG,0,0,1,0,4/3/2019,7/3/2019,91,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34388,ESP,0,0,1,38.38,7/24/2019,10/24/2019,92,0,0,0,Other,0,1,0,0,45,2,0,1,0,0,0,0,1,0,0
34389,FRA,0,0,0,#VALUE!,3/22/2020,6/22/2020,92,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34390,ITA,0,1,1,18.49,2/3/2019,5/3/2020,455,0,0,1,Other,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0
34391,KOR,0,0,1,43.12,9/30/2019,3/30/2020,182,0,0,0,Other,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
34392,ENG,0,1,0,#VALUE!,2/7/2019,2/10/2020,368,0,1,0,US/Canada,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34393,FRA,0,0,1,35.97,3/24/2020,6/24/2020,92,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34394,ESP,0,0,1,0,3/2/2019,3/2/2020,366,0,0,0,Other,0,1,0,0,8,8,4,2,1,0,0,0,1,0,0
34396,FRA,0,0,1,0,12/20/2018,12/20/2019,365,0,0,1,US/Canada,1,1,1,1,38,0,0,0,0,0,1,0,0,0,0
34398,CHI,0,1,1,119,8/1/2019,8/1/2020,366,0,0,1,Other,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0
34399,ITA,0,0,1,0,1/31/2019,7/31/2019,181,0,0,0,US/Canada,1,1,1,1,50,1,0,1,0,0,0,0,1,0,0
34400,FRA,0,1,1,119,4/19/2019,10/19/2020,549,0,0,1,Other,0,1,0,0,6,6,0,3,0,0,0,0,1,0,0
34401,ALL,0,0,1,102.83,3/15/2020,3/15/2021,365,0,0,1,Other,0,1,0,0,6,1,0,1,0,0,0,0,1,0,0
34402,EBR,0,0,0,#VALUE!,10/22/2018,1/22/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34403,FRA,0,1,0,#VALUE!,10/16/2018,10/13/2019,362,0,0,0,US/Canada,1,1,1,1,17,0,0,0,0,0,0,0,1,0,0
34406,JPN,0,0,1,39,7/15/2019,10/18/2019,95,0,1,0,US/Canada,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0
34407,GRK,0,0,1,15.33,12/29/2018,12/29/2019,365,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34408,EBR,0,0,1,36.46,9/25/2019,12/25/2019,91,0,0,0,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
34409,TGL,0,0,1,35.97,8/28/2019,2/28/2020,184,0,0,0,Other,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0
34410,ENG,0,0,1,35.97,3/30/2020,6/30/2020,92,0,0,1,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
34413,POL,0,0,1,42.53,7/26/2019,10/26/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34414,URD,0,0,1,0,4/29/2019,10/29/2019,183,0,0,0,US/Canada,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0
34415,ESP,0,0,1,0,3/3/2019,3/3/2021,731,0,0,1,Other,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0
34416,ESP,0,0,1,0,12/20/2018,12/20/2019,365,0,0,0,US/Canada,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0
34417,HEB,0,0,1,35.97,3/13/2020,6/13/2020,92,0,0,1,Other,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0
34418,FAR,0,0,1,0,12/23/2018,12/23/2019,365,0,0,1,US/Canada,1,1,0,1,81,13,0,10,0,0,1,0,0,0,1
34420,ESP,0,0,1,35.97,3/25/2020,6/25/2020,92,0,0,1,US/Canada,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
34421,ESP,0,1,1,79,8/17/2019,5/17/2020,274,0,0,0,Other,0,1,0,0,4,1,0,1,0,0,0,0,1,0,0
34423,ESP,0,0,1,0,11/25/2018,12/26/2018,31,0,0,0,US/Canada,1,1,1,1,17,0,0,0,0,0,0,0,1,0,0
34425,FRA,0,1,0,#VALUE!,1/3/2019,1/3/2020,365,1,0,0,US/Canada,1,0,1,1,14,0,0,0,0,0,0,0,0,0,1
34426,ENG,0,1,0,#VALUE!,3/29/2020,3/30/2021,366,1,0,1,US/Canada,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0
34427,FRA,0,0,1,58.74,3/22/2020,9/22/2020,184,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34429,ENG,0,0,1,0,11/9/2018,11/9/2019,365,1,0,1,US/Canada,1,0,1,1,87,4,2,3,1,0,1,0,0,0,0
34430,ESP,0,1,1,35.97,1/16/2020,7/16/2020,182,0,0,1,Other,0,1,0,0,9,2,2,1,1,0,0,0,1,0,0
34431,FRA,0,0,1,0,1/9/2019,7/9/2019,181,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34432,LAT,0,0,1,0,1/30/2019,4/9/2019,69,0,0,0,Europe,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
34433,ITA,0,1,0,#VALUE!,6/9/2019,12/9/2019,183,0,0,0,Other,0,1,0,0,10,1,0,1,0,0,0,0,1,0,0
34434,NED,0,0,1,0,2/14/2019,8/14/2019,181,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34436,ESP,0,0,1,0,4/23/2019,7/23/2019,91,1,0,1,US/Canada,1,1,1,1,17,0,0,0,0,0,2,0,0,0,0
34439,FRA,0,1,0,#VALUE!,1/15/2019,1/18/2020,368,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34440,FRA,0,0,1,0,10/7/2018,7/8/2019,274,0,0,0,US/Canada,1,1,1,1,78,0,0,0,0,0,3,0,0,0,0
34441,FRA,0,1,0,#VALUE!,1/5/2019,11/5/2019,304,1,0,0,Other,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34443,ITA,0,1,1,12.4,12/30/2018,10/29/2019,303,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34446,ESP,0,1,0,#VALUE!,3/25/2019,5/25/2019,61,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34447,ESP,0,0,1,35.97,3/24/2020,6/24/2020,92,0,0,1,Other,0,1,0,0,12,9,0,1,0,0,0,0,1,0,0
34448,ESP,0,1,0,#VALUE!,1/16/2020,7/15/2020,181,1,0,1,Other,0,1,0,0,23,0,0,0,0,0,0,0,1,0,0
34449,ALL,0,1,1,179,3/28/2019,3/28/2021,731,0,0,1,Other,0,1,0,0,5,1,0,1,0,0,0,0,1,0,0
34450,ESP,0,0,0,#VALUE!,10/27/2018,10/27/2019,365,1,0,0,US/Canada,1,0,1,1,166,9,0,9,0,0,0,0,1,0,0
34451,ENG,0,0,1,35.97,2/12/2020,5/12/2020,90,0,0,1,Other,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0
34452,KOR,0,0,1,0,11/29/2018,2/8/2019,71,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34453,ITA,0,1,0,#VALUE!,10/24/2018,10/27/2019,368,0,1,0,US/Canada,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
34454,CHI,0,0,1,65.94,7/18/2019,1/18/2020,184,0,0,1,Other,0,1,0,0,15,0,0,0,0,0,0,0,1,0,0
34455,ESP,0,0,1,0,3/23/2019,3/28/2021,736,0,0,1,US/Canada,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
34458,DEU,0,1,1,50.63,12/14/2019,6/14/2020,183,0,0,0,Other,0,1,0,0,6,2,0,2,0,0,0,0,1,0,0
34459,CHI,0,0,1,0,5/4/2019,11/4/2019,184,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34460,ESP,0,0,1,0,2/5/2019,5/5/2019,89,0,0,1,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34461,FRA,0,0,0,#VALUE!,2/18/2020,5/17/2020,89,1,0,0,US/Canada,1,0,1,1,7,0,0,0,0,0,1,0,0,0,1
34462,ESP,0,1,1,35.97,1/8/2020,7/8/2020,182,0,0,1,Other,0,1,0,0,8,4,0,2,0,0,0,0,1,0,0
34463,JPN,0,0,1,0,1/28/2019,1/28/2020,365,0,0,0,Other,0,1,0,0,22,14,0,9,0,0,0,0,1,0,0
34464,POR,0,0,1,38.88,11/9/2019,2/9/2020,92,0,0,0,Other,0,1,0,0,18,15,0,7,0,0,0,0,1,0,0
34465,ESP,0,0,0,#VALUE!,12/9/2018,3/9/2019,90,1,0,0,US/Canada,1,0,1,1,18,0,0,0,0,0,0,0,1,0,0
34466,ESP,0,0,0,#VALUE!,2/17/2019,2/17/2020,365,1,0,0,US/Canada,1,0,1,1,14,0,0,0,0,0,0,0,0,0,3
34467,ESP,0,0,1,0,1/3/2019,1/3/2020,365,0,0,1,US/Canada,1,1,1,1,30,0,0,0,0,0,1,0,0,0,0
34468,ESP,0,1,0,#VALUE!,11/18/2018,1/18/2019,61,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34470,FRA,0,0,1,35.97,3/17/2020,6/17/2020,92,0,0,1,Other,0,1,0,0,8,4,0,3,0,0,0,0,1,0,0
34471,ITA,0,0,1,65.94,10/26/2019,4/26/2020,183,0,0,0,Other,0,1,0,0,9,3,0,1,0,0,0,0,1,0,0
34472,DEU,0,1,1,109,2/21/2019,8/29/2020,555,0,0,1,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
34473,RUS,0,0,1,0,10/1/2018,1/1/2019,92,0,0,0,Other,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34475,ARA,0,0,1,0,5/27/2019,8/30/2019,95,0,1,0,US/Canada,1,1,1,1,43,0,0,0,0,0,2,0,0,0,0
34476,ALL,0,0,1,153.45,3/22/2020,3/22/2022,730,0,0,1,Other,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0
